|obsid      |start_time         |uvot_expo_uu|uvot_expo_bb|uvot_expo_vv|uvot_expo_w1|uvot_expo_w2|uvot_expo_m2|xrt_expo_wt|xrt_expo_pc|_Search_Offset    |
|00088103001|2018-05-21 05:58:57|     0.00000|     0.00000|     0.00000|  1951.10600|     0.00000|     0.00000|    3.94200| 1948.16200|1.036 (S4 0917+44)|
|00038392002|2009-10-29 12:45:00|   786.49300|   117.60000|  1081.29200|     0.00000|     0.00000|     0.00000|   13.40300| 1993.28200|1.208 (S4 0917+44)|
|00038392001|2009-01-18 03:28:00|   567.36800|   567.39000|   567.41200|  1136.32500|  2274.52500|  1621.36500|  349.85000| 6184.49100|1.342 (S4 0917+44)|
|00038392003|2011-11-08 00:28:00|  1069.05700|  1002.36300|  1583.31200|     0.00000|     0.00000|     0.00000|    0.00000| 3692.21100|1.814 (S4 0917+44)|
|00020118001|2009-10-29 15:31:39|   237.28500|   237.23000|   227.11300|   237.15300|   237.16400|   237.20800|    6.25000| 2449.63400|1.925 (S4 0917+44)|
