|obsid      |start_time         |uvot_expo_uu|uvot_expo_bb|uvot_expo_vv|uvot_expo_w1|uvot_expo_w2|uvot_expo_m2|xrt_expo_wt|xrt_expo_pc|_Search_Offset       |
|00087231006|2017-03-04 04:33:40|     0.00000|    45.30100|   181.76700|     0.00000|     0.00000|     0.00000|    0.00000|  235.67800| 0.324 (PKS 0226-559)|
|00087231020|2017-05-07 02:16:57|     0.00000|  1863.28400|  1867.61900|     0.00000|     0.00000|     0.00000|    0.00000| 3778.58300| 0.937 (PKS 0226-559)|
|00087231016|2017-05-01 12:28:56|     0.00000|   235.37600|   249.77400|     0.00000|     0.00000|     0.00000|    0.00000|  493.04800| 1.109 (PKS 0226-559)|
|00087231028|2018-02-11 13:04:57|   170.09400|   170.08300|   170.10600|   337.08900|   679.12000|   409.74100|    0.09300| 2030.64500| 1.211 (PKS 0226-559)|
|00087231023|2017-05-12 09:44:57|     0.00000|   714.43700|   782.27800|     0.00000|     0.00000|     0.00000|    0.00000| 1539.46200| 1.233 (PKS 0226-559)|
|00087231024|2017-05-13 23:58:57|     0.00000|   642.83300|   652.53100|     0.00000|     0.00000|     0.00000|    0.00000| 1198.46500| 1.321 (PKS 0226-559)|
|00087231013|2017-03-26 15:19:57|     0.00000|   812.56300|   818.28900|     0.00000|     0.00000|     0.00000|    0.00000| 1657.30600| 1.331 (PKS 0226-559)|
|00087231017|2017-05-03 09:13:57|     0.00000|   103.15800|   106.77700|     0.00000|     0.00000|     0.00000|    0.00000|  218.05200| 1.419 (PKS 0226-559)|
|00087231010|2017-03-14 23:58:57|     0.00000|   179.81500|   113.76000|     0.00000|     0.00000|     0.00000|    0.00000|  110.30200| 1.466 (PKS 0226-559)|
|00087231012|2017-03-25 21:40:57|     0.00000|   532.72400|   532.76900|     0.00000|     0.00000|     0.00000|    0.00000| 1075.62900| 1.537 (PKS 0226-559)|
|00087231014|2017-03-28 11:47:57|     0.00000|   319.86600|   305.76600|     0.00000|     0.00000|     0.00000|    0.00000|  634.34000| 1.640 (PKS 0226-559)|
|00087231005|2017-02-28 07:58:31|     0.00000|   138.88200|   689.59100|     0.00000|     0.00000|     0.00000|    0.11700|  837.42400| 1.713 (PKS 0226-559)|
|00087231015|2017-04-02 06:55:57|     0.00000|   140.62600|   130.76200|     0.00000|     0.00000|     0.00000|    0.00000|  278.06500| 1.860 (PKS 0226-559)|
|00087231003|2016-12-28 22:26:58|     0.00000|   396.44600|   391.76800|     0.00000|     0.00000|     0.00000|    0.00000|  797.32000| 2.193 (PKS 0226-559)|
|00087231011|2017-03-20 12:33:57|     0.00000|   401.41100|   391.76800|     0.00000|     0.00000|     0.00000|    0.00000|  802.33300| 2.219 (PKS 0226-559)|
|00087231002|2016-12-26 05:10:58|     0.00000|   543.54800|   610.28600|     0.00000|     0.00000|     0.00000|    0.00000| 1175.67900| 2.250 (PKS 0226-559)|
|00087231026|2018-02-09 07:12:57|   159.55800|   157.08700|    79.77900|   319.53500|   600.85300|   637.37200|    0.00000| 1989.81600| 2.323 (PKS 0226-559)|
|00087231009|2017-03-13 11:32:56|     0.00000|    61.65200|   110.77100|     0.00000|     0.00000|     0.00000|    0.00000|  225.64800| 2.431 (PKS 0226-559)|
|00087231022|2017-05-11 00:14:57|     0.00000|   269.97600|   257.78400|     0.00000|     0.00000|     0.00000|    0.00000|  536.55500| 2.509 (PKS 0226-559)|
|00087231001|2016-12-17 23:18:58|     0.00000|   326.13300|   383.76900|     0.00000|     0.00000|     0.00000|    0.00000|  719.59200| 2.614 (PKS 0226-559)|
|00087231025|2017-05-16 03:02:13|     0.00000|   686.92100|   715.51800|     0.00000|     0.00000|     0.00000|    0.00000| 1417.44600| 2.868 (PKS 0226-559)|
|00087231004|2017-02-27 11:01:57|     0.00000|   241.21300|   334.88200|     0.00000|     0.00000|     0.00000|    0.08100|  594.21300| 3.026 (PKS 0226-559)|
|00087231019|2017-05-05 04:12:57|     0.00000|   475.86100|   557.31700|     0.00000|     0.00000|     0.00000|    0.00000| 1095.19400| 3.042 (PKS 0226-559)|
|00087231029|2018-02-13 06:28:57|   145.53500|   145.54600|   145.49100|   289.54800|   579.55900|   401.75300|    0.00000| 1760.12300| 3.050 (PKS 0226-559)|
|00087231031|2019-01-29 07:54:34|  1857.53500|     0.00000|     0.00000|     0.00000|     0.00000|     0.00000|    6.99100| 1850.37300| 3.072 (PKS 0226-559)|
|00087231030|2019-01-27 17:25:32|     0.00000|     0.00000|     0.00000|     0.00000|     0.00000|  1994.99500|  469.52600| 1526.94800| 3.075 (PKS 0226-559)|
|00087231008|2017-03-10 21:19:57|     0.00000|   239.63500|   223.78100|     0.00000|     0.00000|     0.00000|    0.00000|  471.36600| 3.090 (PKS 0226-559)|
|00087231018|2017-05-04 02:42:57|     0.00000|   486.29800|   455.31700|     0.00000|     0.00000|     0.00000|    0.00000|  967.11500| 3.100 (PKS 0226-559)|
|00087231021|2017-05-09 16:34:13|     0.00000|   295.45100|   525.53100|     0.00000|     0.00000|     0.00000|    0.00000|  839.93000| 3.142 (PKS 0226-559)|
|00087231007|2017-03-06 21:39:57|     0.00000|   106.00400|    87.75600|     0.00000|     0.00000|     0.00000|    0.00000|  200.57500| 3.664 (PKS 0226-559)|
|00286809004|2007-08-05 00:46:01|     0.00000|     0.00000|     0.00000|     0.00000| 13558.52000|     0.00000|    0.00000|13444.50400|14.767 (PKS 0226-559)|
|00286809005|2007-08-06 00:52:01|     0.00000|     0.00000|     0.00000|     0.00000|     0.00000| 14276.13500|    0.00000|14153.00600|15.071 (PKS 0226-559)|
|00286809002|2007-08-03 00:36:01|     0.00000|     0.00000|     0.00000|     0.00000|     0.00000|     0.00000|    0.00000| 5283.27000|15.380 (PKS 0226-559)|
|00286809003|2007-08-03 23:06:01| 10400.34600|     0.00000|     0.00000|   947.22000|     0.00000|     0.00000|    0.00000|11490.17300|15.482 (PKS 0226-559)|
|00286809000|2007-08-02 06:51:30|   219.52200|  1108.85300|   773.05400|   182.20900|  1127.38800|   239.31500|  305.89300| 3486.93500|15.568 (PKS 0226-559)|
