|obsid      |start_time         |uvot_expo_uu|uvot_expo_bb|uvot_expo_vv|uvot_expo_w1|uvot_expo_w2|uvot_expo_m2|xrt_expo_wt|xrt_expo_pc|_Search_Offset              |
|00033264003|2014-04-28 18:59:49|   328.65300|   328.62700|   474.54300|     0.00000|     0.00000|     0.00000|    0.00000| 1482.89800|1.157 (87GB 080551.6+535010)|
|00033264002|2014-04-27 21:43:08|     0.00000|     0.00000|     0.00000|  1487.49100|     0.00000|     0.00000|    0.07400| 1489.31700|1.829 (87GB 080551.6+535010)|
|00033264001|2014-04-26 13:47:59|   219.09800|   219.06200|  1279.48300|     0.00000|     0.00000|     0.00000|    0.00000| 1988.28200|2.834 (87GB 080551.6+535010)|
|00033264004|2014-05-08 10:34:58|   994.33100|   497.32000|   562.91100|  2487.26100|     0.00000|     0.00000|    0.00000| 4598.38800|3.052 (87GB 080551.6+535010)|
