|obsid      |start_time         |uvot_expo_uu|uvot_expo_bb|uvot_expo_vv|uvot_expo_w1|uvot_expo_w2|uvot_expo_m2|xrt_expo_wt|xrt_expo_pc|_Search_Offset                  |
|00084986007|2015-10-22 00:40:59|     0.00000|     0.00000|     0.00000|     0.00000|   880.03000|     0.00000|    0.16800|  882.56500|5.956 (SDSS J120542.82+332146.9)|
|00084986006|2015-10-20 10:29:58|     0.00000|     0.00000|     0.00000|  1028.02500|     0.00000|     0.00000|    0.00000| 1030.48700|6.001 (SDSS J120542.82+332146.9)|
|00084986005|2015-03-23 02:46:59|    66.82600|     0.00000|     0.00000|     0.00000|     0.00000|     0.00000|    0.00000|   67.68800|6.907 (SDSS J120542.82+332146.9)|
|00084986001|2015-01-21 05:28:59|     0.00000|     0.00000|     0.00000|   356.18700|     0.00000|     0.00000|    0.03500|  356.02800|7.121 (SDSS J120542.82+332146.9)|
|00084986002|2015-02-05 12:40:59|     0.00000|     0.00000|     0.00000|     0.00000|     0.00000|   854.83100|    0.00000|  854.98300|7.536 (SDSS J120542.82+332146.9)|
|00084986004|2015-03-21 18:54:59|     0.00000|     0.00000|     0.00000|     0.00000|     0.00000|   219.95200|    0.00000|  220.63400|8.695 (SDSS J120542.82+332146.9)|
|00084986003|2015-02-21 05:21:59|     0.00000|     0.00000|     0.00000|     0.00000|     0.00000|   430.03000|    0.00000|  431.24900|9.001 (SDSS J120542.82+332146.9)|
