|obsid      |start_time         |uvot_expo_uu|uvot_expo_bb|uvot_expo_vv|uvot_expo_w1|uvot_expo_w2|uvot_expo_m2|xrt_expo_wt|xrt_expo_pc|_Search_Offset      |
|00035384092|2012-11-04 19:20:59|    81.76500|    81.77600|    81.77600|   163.75100|   327.77700|   205.20100|    0.13400|  967.81100|1.470 (PKS 0528+134)|
|00035384125|2014-12-09 23:38:58|    81.77600|    81.73200|    81.77600|   164.76600|   329.77400|   281.85800|    0.00000| 1048.04900|1.507 (PKS 0528+134)|
|00035384114|2013-12-22 19:02:59|    79.77900|    79.77900|    79.77900|   160.76100|   321.77500|   273.38500|    0.00000| 1020.46900|1.536 (PKS 0528+134)|
|00035384049|2010-01-21 07:33:00|    71.78000|    71.76900|    71.76900|   157.55000|   315.55300|   263.36700|    0.04600|  990.37200|1.546 (PKS 0528+134)|
|00035384054|2010-11-02 17:29:00|   198.54800|   198.57100|   198.53700|   397.52700|   795.55100|   578.83100|    0.00000| 2418.98800|1.560 (PKS 0528+134)|
|00035384116|2014-01-05 09:41:59|    77.78200|    77.77100|    77.73800|   156.75600|   312.77200|   243.76100|    0.00000|  972.83200|1.591 (PKS 0528+134)|
|00035384023|2008-10-23 01:21:00|     0.00000|     0.00000|     0.00000|  2232.86500|     0.00000|     0.00000|    0.00000| 2234.75200|1.609 (PKS 0528+134)|
|00035384041|2009-09-24 06:06:59|   489.17800|   489.20000|   489.22200|   980.23100|  1962.11600|  1328.98100|   34.03600| 5891.59600|1.621 (PKS 0528+134)|
|00035384106|2013-02-10 06:05:59|    78.75300|    78.77500|    78.77500|   157.77100|   314.76900|   274.45500|    0.02100| 1007.93300|1.648 (PKS 0528+134)|
|00035384134|2015-02-22 00:08:58|    80.78300|    80.77200|    80.77200|   161.76500|   323.77200|   271.95000|    0.10200| 1025.48300|1.650 (PKS 0528+134)|
|00035384062|2010-12-25 13:55:00|    91.77200|    91.77200|    91.78300|   183.76400|   367.77100|   269.36900|    0.00000| 1120.76300|1.661 (PKS 0528+134)|
|00035384027|2008-10-27 20:56:01|     0.00000|     0.00000|     0.00000|  1871.84500|     0.00000|     0.00000|    0.00000| 1860.40200|1.699 (PKS 0528+134)|
|00035384009|2008-09-25 19:29:00|   160.31900|   160.33000|   160.34100|   321.32300|   643.30700|   429.78700|    0.00000| 1940.62600|1.709 (PKS 0528+134)|
|00035384011|2008-09-27 18:04:01|   147.05800|   147.08000|   147.02500|   295.06400|   591.08900|   379.20100|    0.00000| 1347.75000|1.745 (PKS 0528+134)|
|00035384026|2008-10-26 01:33:01|     0.00000|     0.00000|     0.00000|  1945.76600|     0.00000|     0.00000|    0.00000| 1908.03200|1.768 (PKS 0528+134)|
|00035384002|2006-04-07 00:55:00|  1104.71500|  1104.63800|  1104.53900|  2227.55700|  4449.67600|  2908.54200|   52.82200|13213.05400|1.790 (PKS 0528+134)|
|00035384146|2016-02-21 01:33:58|   143.49400|   143.54900|   143.50500|   287.51800|   575.51000|   475.32000|    0.00000| 1820.10000|1.791 (PKS 0528+134)|
|00035384040|2009-01-30 06:00:00|    83.65200|    83.56300|    83.56300|   167.52400|   335.55500|   239.09500|   10.35800| 1030.49000|1.794 (PKS 0528+134)|
|00035384020|2008-10-12 00:21:01|  2189.45000|     0.00000|     0.00000|     0.00000|     0.00000|     0.00000|    0.00000| 2143.69300|1.844 (PKS 0528+134)|
|00035384052|2010-03-08 08:17:00|   322.10600|   322.11700|   322.09500|   645.08400|  1291.07300|   865.38900|   15.37300| 3853.32000|1.874 (PKS 0528+134)|
|00035384010|2008-09-26 17:58:00|   147.11300|   147.09100|   147.09100|   295.06400|   591.06700|   381.44100|    0.00000| 1805.22100|1.879 (PKS 0528+134)|
