|obsid      |start_time         |uvot_expo_uu|uvot_expo_bb|uvot_expo_vv|uvot_expo_w1|uvot_expo_w2|uvot_expo_m2|xrt_expo_wt|xrt_expo_pc|_Search_Offset   |
|00091925003|2014-06-01 21:08:59|   548.54600|   274.55400|   180.32200|  1372.53900|     0.00000|     0.00000|    0.00000| 2409.49400|0.604 (4C +01.02)|
|00033561008|2016-12-06 19:27:57|   239.32600|   159.53600|   159.49200|   479.29200|   639.54500|  1068.37300|    0.00000| 2801.92600|0.714 (4C +01.02)|
|00038362001|2009-08-16 14:52:39|     0.00000|     0.00000|     0.00000|   478.23300|     0.00000|     0.00000|   17.65100|  461.31500|0.804 (4C +01.02)|
|00036233003|2010-05-24 18:35:34|  4193.99900|     0.00000|     0.00000|     0.00000|     0.00000|     0.00000|    0.00000| 4197.19100|1.268 (4C +01.02)|
|00036233001|2007-07-02 00:38:01|   506.52100|   506.55400|   506.48800|  1020.43500|  2043.45100|  1405.09800|    0.00000| 6263.12300|1.438 (4C +01.02)|
|00091925002|2014-05-30 05:17:59|   518.11700|   260.07900|   162.51500|  1297.09600|     0.00000|     0.00000|    0.00000| 2304.65300|1.445 (4C +01.02)|
|00091925001|2014-05-26 16:42:59|    94.77300|    47.77300|    47.38600|   237.77000|     0.00000|     0.00000|    0.00000|  443.21300|1.571 (4C +01.02)|
|00036757001|2008-01-10 04:49:01|     0.00000|     0.00000|     0.00000|  3165.46600|     0.00000|     0.00000|   14.28100| 3154.17400|1.840 (4C +01.02)|
|00033561006|2015-12-04 13:01:58|   323.33100|   323.30900|   323.25300|   647.29000|  1294.33800|   908.00900|    0.00000| 3893.84600|1.857 (4C +01.02)|
|00038362003|2011-07-25 01:13:00|   133.76300|   133.77400|   133.77400|  3804.26100|   536.77400|   392.14300|    0.00000| 5161.55900|1.959 (4C +01.02)|
|00033561003|2014-12-25 06:49:59|   420.32100|   420.33200|   418.43500|   841.30400|  1684.31900|  1220.83700|    0.00000| 5082.31300|2.132 (4C +01.02)|
|00036233005|2010-05-28 01:14:00|  5019.11800|     0.00000|     0.00000|     0.00000|     0.00000|     0.00000|    0.04500| 5027.46800|2.301 (4C +01.02)|
|00033561007|2015-12-07 08:20:58|   328.31800|   328.30700|   328.31800|   658.31200|  1317.34200|   938.23900|    0.00000| 3979.08800|2.400 (4C +01.02)|
|00033561002|2014-12-23 00:27:59|   413.87800|   413.81200|   413.79000|   825.84700|  1653.90100|  1120.82300|    0.00000| 4975.06000|2.427 (4C +01.02)|
|00036233002|2010-05-24 15:15:00|   136.78600|   136.77500|   136.77500|   452.92300|   547.77300|   379.61000|    0.00000| 1812.75500|2.505 (4C +01.02)|
|00036233006|2021-01-07 01:27:35|     0.00000|     0.00000|     0.00000|   731.97900|   758.52400|   758.54600|    5.00800| 2269.01800|2.664 (4C +01.02)|
|00033561005|2015-12-01 02:03:58|   310.33400|   310.32300|   310.33400|   620.28200|  1243.33300|   842.13200|    0.00000| 3713.14000|2.712 (4C +01.02)|
|00036233004|2010-05-27 01:04:00|     0.00000|     0.00000|     0.00000|  5622.47600|     0.00000|     0.00000|    0.00000| 5427.87200|3.022 (4C +01.02)|
|00033561009|2017-08-02 21:39:57|     0.00000|     0.00000|     0.00000|  1433.36400|     0.00000|     0.00000|    0.00000| 1433.17200|3.249 (4C +01.02)|
|00038362002|2011-06-14 17:29:00|    52.77000|    52.78100|    52.78200|   106.77700|   213.78500|   135.71600|    0.00000|  639.35500|3.453 (4C +01.02)|
|00036757002|2008-02-16 14:52:01|  5074.05100|     0.00000|     0.00000|     0.00000|     0.00000|     0.00000|   24.56400| 5052.16800|4.008 (4C +01.02)|
