|obsid      |start_time         |uvot_expo_uu|uvot_expo_bb|uvot_expo_vv|uvot_expo_w1|uvot_expo_w2|uvot_expo_m2|xrt_expo_wt|xrt_expo_pc|_Search_Offset        |
|00085336002|2014-12-15 04:41:00|     0.00000|   819.40400|   810.76500|     0.00000|     0.00000|     0.00000|    0.10800| 1639.77300|0.469 (PMN J1344-1723)|
|00085336001|2014-12-11 03:34:58|     0.00000|   701.78200|   740.27600|     0.00000|     0.00000|     0.00000|    0.00000| 1466.44200|1.068 (PMN J1344-1723)|
|00085336003|2015-03-21 06:04:58|     0.00000|   191.27800|   177.77300|     0.00000|     0.00000|     0.00000|    0.00000|  378.03500|1.228 (PMN J1344-1723)|
|00038468001|2009-12-29 01:12:00|     0.00000|     0.00000|     0.00000|     0.00000|     0.00000|  1016.34200|   13.70700|  987.86300|1.403 (PMN J1344-1723)|
|00085336014|2015-06-16 08:31:07|     0.00000|     0.00000|     0.00000|     0.00000|     0.00000|     0.00000|   95.93500|    0.00000|1.572 (PMN J1344-1723)|
|00085336018|2015-08-16 06:20:58|     0.00000|   890.10300|   866.52600|     0.00000|     0.00000|     0.00000|    0.00000| 1772.65100|1.597 (PMN J1344-1723)|
|00038468003|2012-04-04 01:41:54|     0.00000|     0.00000|     0.00000|     0.00000|  8094.65500|     0.00000|    0.36700| 8113.27300|2.154 (PMN J1344-1723)|
|00085336004|2015-04-02 13:57:59|     0.00000|    71.00800|    99.77100|     0.00000|     0.00000|     0.00000|    0.00000|  178.00900|2.320 (PMN J1344-1723)|
|00085336016|2015-06-18 06:15:59|     0.00000|   655.62000|   734.75900|     0.00000|     0.00000|     0.00000|    0.00000| 1430.89700|2.519 (PMN J1344-1723)|
|00085336008|2015-06-01 23:09:58|     0.00000|    80.62900|    99.76000|     0.00000|     0.00000|     0.00000|    0.14100|  187.98500|2.609 (PMN J1344-1723)|
|00085336009|2015-06-02 23:06:58|     0.00000|    64.56500|    85.75900|     0.00000|     0.00000|     0.00000|    0.00000|  158.20200|2.809 (PMN J1344-1723)|
|00038468002|2012-04-03 10:55:00|  5397.99900|   131.77700|   131.78800|   262.78200|   525.78500|   374.71100|    0.01100| 6854.94900|2.825 (PMN J1344-1723)|
|00085336013|2015-06-15 13:11:59|     0.00000|   337.08900|   349.76600|     0.00000|     0.00000|     0.00000|    0.00000|  694.51700|3.054 (PMN J1344-1723)|
|00085336017|2015-08-14 01:34:58|     0.00000|  4582.77700|  4534.47500|     0.00000|     0.00000|     0.00000|    0.13900| 9241.56100|3.181 (PMN J1344-1723)|
|00085336010|2015-06-04 02:16:58|     0.00000|    50.27700|    85.78100|     0.00000|     0.00000|     0.00000|    0.04400|  145.41400|3.212 (PMN J1344-1723)|
|00085336007|2015-05-17 11:28:59|     0.00000|   161.74300|   194.76400|     0.00000|     0.00000|     0.00000|    0.00000|  366.05800|3.355 (PMN J1344-1723)|
|00085336015|2015-06-17 07:54:59|     0.00000|   709.00800|   753.53700|     0.00000|     0.00000|     0.00000|    0.00000| 1479.29800|3.589 (PMN J1344-1723)|
|00085336005|2015-04-30 08:52:59|     0.00000|   107.11900|    31.75300|     0.00000|     0.00000|     0.00000|    0.00000|  147.92200|3.663 (PMN J1344-1723)|
|00085336012|2015-06-08 05:13:58|     0.00000|   241.02500|   305.33600|     0.00000|     0.00000|     0.00000|    0.00000|  569.26100|4.130 (PMN J1344-1723)|
|00085336006|2015-05-09 07:04:58|     0.00000|    70.50000|   103.76500|     0.00000|     0.00000|     0.00000|    0.00000|  183.02500|4.170 (PMN J1344-1723)|
