|obsid      |start_time         |uvot_expo_uu|uvot_expo_bb|uvot_expo_vv|uvot_expo_w1|uvot_expo_w2|uvot_expo_m2|xrt_expo_wt|xrt_expo_pc|_Search_Offset              |
|00041547001|2011-01-13 07:53:00|    61.77300|    61.77300|    61.77300|   123.76700|   247.73300|   138.92700|    0.00000|  722.09800| 1.520 (NVSS J090226+205045)|
|00031628001|2010-02-21 07:16:00|  4421.87300|     0.00000|     0.00000|     0.00000|     0.00000|     0.00000|    0.28400| 4425.38600| 2.091 (NVSS J090226+205045)|
|00041547002|2011-01-18 06:38:00|    61.77300|    61.78400|    61.71800|   123.75600|   247.76600|   171.24200|    0.00000|  752.18700| 2.268 (NVSS J090226+205045)|
|00083425004|2019-01-06 17:11:37|    47.77300|    47.77300|    47.77300|    95.76600|   191.77400|   116.04400|    0.00000|  573.17300| 3.103 (NVSS J090226+205045)|
|00083425003|2018-12-21 21:34:35|    59.76500|    59.76500|    59.77600|   119.71800|   240.77100|   154.25100|    0.04200|  719.59100| 3.523 (NVSS J090226+205045)|
|07022022001|2019-10-01 12:37:42|    81.54400|     0.00000|     0.00000|     0.00000|     0.00000|     0.00000|    0.00000|   82.73100|12.130 (NVSS J090226+205045)|
