|obsid      |start_time         |uvot_expo_uu|uvot_expo_bb|uvot_expo_vv|uvot_expo_w1|uvot_expo_w2|uvot_expo_m2|xrt_expo_wt|xrt_expo_pc|_Search_Offset |
|00085792001|2015-10-26 17:45:58|  1010.34000|   638.24300|  1223.28600|     0.00000|     0.00000|     0.00000|    0.00000| 2903.43400| 2.541 (OM 127)|
|00046612001|2013-11-01 13:24:58|     0.00000|     0.00000|     0.00000|     0.00000|   155.78500|     0.00000|    0.00000|  157.95000| 3.173 (OM 127)|
|03108135001|2020-07-18 22:22:35|   365.39900|     0.00000|     0.00000|   398.76300|     0.00000|     0.00000|    0.00000|  769.73600|16.270 (OM 127)|
