|obsid      |start_time         |uvot_expo_uu|uvot_expo_bb|uvot_expo_vv|uvot_expo_w1|uvot_expo_w2|uvot_expo_m2|xrt_expo_wt|xrt_expo_pc|_Search_Offset                  |
|00084628006|2016-09-04 20:06:57|     0.00000|     0.00000|     0.00000|   191.54300|     0.00000|     0.00000|    0.00000|  195.55000|1.751 (SDSS J000359.23+084138.1)|
|00084628017|2016-11-26 15:28:58|     0.00000|     0.00000|     0.00000|     0.00000|     0.00000|   255.33500|    0.00400|  255.73800|2.141 (SDSS J000359.23+084138.1)|
|00084628016|2016-11-22 22:24:58|     0.00000|     0.00000|     0.00000|     0.00000|     0.00000|   156.28100|    0.00000|  157.95200|2.232 (SDSS J000359.23+084138.1)|
|00084628008|2016-09-20 17:22:58|     0.00000|     0.00000|     0.00000|   542.56600|     0.00000|     0.00000|    0.00000|  543.59100|2.300 (SDSS J000359.23+084138.1)|
|00084628005|2016-02-04 02:54:58|     0.00000|     0.00000|     0.00000|     0.00000|     0.00000|   749.79700|    0.00000|  752.17600|2.524 (SDSS J000359.23+084138.1)|
|00084628014|2016-11-15 23:58:58|   290.89400|     0.00000|     0.00000|     0.00000|     0.00000|     0.00000|    0.00000|  170.47800|2.600 (SDSS J000359.23+084138.1)|
|00084628003|2015-11-03 12:20:58|     0.00000|     0.00000|     0.00000|     0.00000|   197.36800|     0.00000|    0.00000|  198.02800|3.078 (SDSS J000359.23+084138.1)|
|00084628004|2015-11-12 09:55:07|     0.00000|     0.00000|     0.00000|     0.00000|     0.00000|    82.72500|    0.00000|   82.73200|3.665 (SDSS J000359.23+084138.1)|
|00084628007|2016-09-14 05:00:58|     0.00000|     0.00000|     0.00000|     0.00000|   290.73900|     0.00000|    0.08100|  293.02700|4.079 (SDSS J000359.23+084138.1)|
|00084628011|2016-11-01 14:07:58|     0.00000|     0.00000|     0.00000|     0.00000|   135.47300|     0.00000|    0.00000|  137.89200|4.185 (SDSS J000359.23+084138.1)|
|00084628013|2016-11-15 17:39:58|     0.00000|     0.00000|     0.00000|   122.91800|     0.00000|     0.00000|    0.00000|  123.19400|4.230 (SDSS J000359.23+084138.1)|
|00084628010|2016-10-12 20:41:58|     0.00000|     0.00000|     0.00000|     0.00000|   150.21300|     0.00000|    0.00000|  150.42900|4.451 (SDSS J000359.23+084138.1)|
|00084628009|2016-09-29 10:17:58|   180.91800|     0.00000|     0.00000|     0.00000|     0.00000|     0.00000|    0.00000|  183.02400|4.544 (SDSS J000359.23+084138.1)|
|00084628001|2015-08-06 12:43:58|   195.58100|     0.00000|     0.00000|     0.00000|     0.00000|     0.00000|    0.00000|  198.06700|4.871 (SDSS J000359.23+084138.1)|
|00084628012|2016-11-09 10:34:58|     0.00000|     0.00000|     0.00000|     0.00000|   166.01200|     0.00000|    0.00000|  167.98000|5.972 (SDSS J000359.23+084138.1)|
