|obsid      |start_time         |uvot_expo_uu|uvot_expo_bb|uvot_expo_vv|uvot_expo_w1|uvot_expo_w2|uvot_expo_m2|xrt_expo_wt|xrt_expo_pc|_Search_Offset       |
|00039295002|2010-12-28 20:39:59|     0.00000|     0.00000|     0.00000|     0.00000|     0.00000|  1373.70900|    0.00000| 1376.50800| 0.658 (PKS 0437-454)|
|00039295001|2010-01-02 02:18:00|     0.00000|     0.00000|     0.00000|     0.00000|     0.00000|  3851.15100|    0.00000| 3856.23300| 1.414 (PKS 0437-454)|
|00045934002|2012-01-12 16:26:53|    98.76700|    98.77800|    97.03500|   197.75400|   395.78400|     0.00000|    0.00000|  908.18900|16.958 (PKS 0437-454)|
|00045934001|2011-12-26 17:02:01|     0.00000|     0.00000|     0.00000|   182.06500|     0.00000|   354.88500|    0.10100|  539.05300|17.000 (PKS 0437-454)|
